WigleWifi-1.4,appRelease=2.25,model=LG-D855,release=6.0,device=g3,display=MRA58K,board=MSM8974,brand=lge
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
a0:63:91:89:94:66,ami-70_EXT,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:43:09,1,-85,32.17483619,34.90056869,141,48,WIFI
00:78:9e:f9:f1:7a,HOTBOX-2A3C,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:43:09,6,-81,32.17483619,34.90056869,141,48,WIFI
a0:ab:1b:58:72:56,natalia,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,4,-84,32.17483619,34.90056869,141,48,WIFI
48:ee:0c:3f:5d:99,vaad_bezeq,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,3,-82,32.17483619,34.90056869,141,48,WIFI
74:da:38:98:2a:a3,ARADHOME_2EX,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:43:09,1,-78,32.17483619,34.90056869,141,48,WIFI
74:da:38:98:2a:b0,EdimaxAPb0,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:43:09,4,-76,32.17483619,34.90056869,141,48,WIFI
14:ae:db:ce:10:ca,rundsein,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,2,-85,32.17483619,34.90056869,141,48,WIFI
e8:fc:af:97:dd:31,Mester,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:43:09,6,-84,32.17483619,34.90056869,141,48,WIFI
a0:4f:d4:3f:82:f1,Kopps1,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,1,-86,32.17483619,34.90056869,141,48,WIFI
6c:2e:85:fe:aa:9d,ARADHOME,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:43:09,1,-80,32.17483619,34.90056869,141,48,WIFI
c0:ac:54:f5:a1:27,HOTBOX-6FDE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:43:09,1,-86,32.17483619,34.90056869,141,48,WIFI
c4:12:f5:fc:60:52,Alt 64,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,6,-87,32.17483619,34.90056869,141,48,WIFI
14:ae:db:cf:ad:15,Tal5,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:43:09,6,-86,32.17483619,34.90056869,141,48,WIFI
ec:08:6b:67:f7:ec,Noe_y_Lidia_2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:43:09,9,-78,32.17483619,34.90056869,141,48,WIFI
06:ae:db:57:fe:3d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,11,-89,32.17483619,34.90056869,141,48,WIFI
c0:ac:54:f8:02:f6,HOTBOX2016,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:43:09,9,-86,32.17483619,34.90056869,141,48,WIFI
04:a1:51:c9:29:69,Noe_y_Lidia_2,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:43:09,9,-80,32.17483619,34.90056869,141,48,WIFI
14:ae:db:57:fe:3d,Rafi,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,11,-82,32.17483619,34.90056869,141,48,WIFI
04:a1:51:c8:a1:5f,Thirteen,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:43:09,11,-76,32.17483619,34.90056869,141,48,WIFI
d0:d4:12:65:7e:82,Batia-013,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,1,-83,32.17483619,34.90056869,141,48,WIFI
a0:ab:1b:63:27:3c,Kellnaor,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:43:09,2,-83,32.17483619,34.90056869,141,48,WIFI
16:0c:c3:ee:9e:b9,grimberg,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:43:09,6,-78,32.17483619,34.90056869,141,48,WIFI
14:ae:db:ca:ba:2d,Level012_5,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,48,-82,32.17483619,34.90056869,141,48,WIFI
00:12:2a:d3:53:ec,Ziv_5GHz,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:43:09,40,-79,32.17483619,34.90056869,141,48,WIFI
a0:8e:78:7f:3b:69,Hana55,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:43:09,10,-78,32.17483619,34.90056869,141,48,WIFI
06:ae:db:b0:64:2d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,11,-77,32.17483619,34.90056869,141,48,WIFI
00:12:2a:d3:53:e8,Ziv,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:43:09,13,-82,32.17483619,34.90056869,141,48,WIFI
70:5a:0f:67:54:0f,HP-Print-0F-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,11,-85,32.17483619,34.90056869,141,48,WIFI
7c:03:4c:ba:cc:75,GAL2012,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:43:09,13,-86,32.17483619,34.90056869,141,48,WIFI
10:be:f5:3e:8b:ba,Eilon_Family,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:43:09,9,-85,32.17483619,34.90056869,141,48,WIFI
e8:cc:18:ed:08:41,gofman,[WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:43:09,6,-86,32.17483619,34.90056869,141,48,WIFI
ec:b1:d7:d3:49:8b,HP-Print-8B-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,10,-72,32.17483619,34.90056869,141,48,WIFI
04:a1:51:c9:29:6a,Noe5,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:43:09,60,-91,32.17483619,34.90056869,141,48,WIFI
7c:b7:33:2d:48:4d,Hana55,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:43:09,10,-71,32.17483619,34.90056869,141,48,WIFI
14:cc:20:64:ea:01,Ziv,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:43:09,13,-86,32.17483619,34.90056869,141,48,WIFI
14:ae:db:ca:ba:2a,Level012_2.4,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,7,-83,32.17483619,34.90056869,141,48,WIFI
14:ae:db:b0:64:2d,RutFr,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,11,-89,32.17483619,34.90056869,141,48,WIFI
16:0c:c3:ee:9e:b8,hero,[WEP][ESS],2017-11-02 07:43:09,6,-79,32.17483619,34.90056869,141,48,WIFI
72:a1:51:c8:a1:5c,Bezeq Free H0281C,[ESS],2017-11-02 07:43:09,11,-75,32.17483619,34.90056869,141,48,WIFI
00:78:9e:fa:6f:52,HOTBOX-A798,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:43:09,1,-78,32.17483619,34.90056869,141,48,WIFI
00:12:2a:40:0b:ca,Mira_,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:43:09,5,-83,32.17483619,34.90056869,141,48,WIFI
00:8c:54:8c:4a:f1,ADLER,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,1,-84,32.17483619,34.90056869,141,48,WIFI
d0:d4:12:67:b5:4a,Miriam,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,1,-79,32.17483619,34.90056869,141,48,WIFI
e4:6f:13:70:5e:44,waltman,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,12,-86,32.17483619,34.90056869,141,48,WIFI
c0:ff:d4:7d:eb:8d,dyk_bezeq,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:43:09,1,-78,32.17483619,34.90056869,141,48,WIFI
e4:6f:13:73:1e:cc,chayonet@,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,9,-84,32.17483619,34.90056869,141,48,WIFI
30:e1:71:c4:b8:9e,DIRECT-9D-HP OfficeJet Pro 6960,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:43:09,2,-87,32.17483619,34.90056869,141,48,WIFI
b0:5a:da:5f:3f:d6,DIRECT-D4-HP DeskJet 4670 series,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:43:09,6,-88,32.17483619,34.90056869,141,48,WIFI
74:da:38:3d:18:9c,Art Vandaley_2EX,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:43:09,6,-88,32.17483619,34.90056869,141,48,WIFI
6a:be:f5:3e:02:59,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,9,-78,32.17483619,34.90056869,141,48,WIFI
10:be:f5:3e:02:58,Hlevy,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,9,-77,32.17483619,34.90056869,141,48,WIFI
c4:12:f5:81:0d:4f,BezeqNGN_004580_5GHz_1,[ESS],2017-11-02 07:43:09,60,-87,32.17483619,34.90056869,141,48,WIFI
72:6f:13:70:5e:45,Bezeq Free,[ESS],2017-11-02 07:43:09,12,-87,32.17483619,34.90056869,141,48,WIFI
18:d6:c7:78:44:ea,venus51,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:43:09,44,-85,32.17483619,34.90056869,141,48,WIFI
cc:b2:55:e9:68:24,Alpert2,[WPA-PSK-CCMP][ESS],2017-11-02 07:43:09,6,-84,32.17483619,34.90056869,141,48,WIFI
98:e7:f4:ca:98:b9,DIRECT-B8-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:43:09,9,-86,32.17483619,34.90056869,141,48,WIFI
c0:ff:d4:7d:eb:8e,dyk_bezeq_5,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:43:09,60,-91,32.17483619,34.90056869,141,48,WIFI
00:78:9e:fa:0a:08,Roseyo,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:43:09,1,-87,32.17483619,34.90056869,141,48,WIFI
18:d6:c7:78:44:e8,venus21,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:43:09,5,-82,32.17483619,34.90056869,141,48,WIFI
c4:12:f5:81:0d:4e,BezeqNGN_004580_2.4GHz_1,[ESS],2017-11-02 07:43:09,1,-82,32.17483619,34.90056869,141,48,WIFI
00:12:2a:41:6e:1a,rozenshtein,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,11,-87,32.17483619,34.90056869,141,48,WIFI
10:be:f5:39:4b:6e,Gavrieli,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,3,-82,32.17483619,34.90056869,141,48,WIFI
42502_862_3767584,GOLAN T,UNKNOWN;il,2017-11-02 07:43:09,0,-113,32.17483619,34.90056869,141,48,GSM
54:e6:fc:a7:93:90,geuli,[ESS],2017-11-02 07:43:09,1,-87,32.17483619,34.90056869,141,48,WIFI
d0:d4:12:65:7e:82,Batia-013,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,1,-78,32.17483619,34.90056869,141,48,WIFI
14:ae:db:b0:64:2d,RutFr,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,11,-83,32.17483619,34.90056869,141,48,WIFI
74:da:3c:98:2a:a4,ARADHOME,[WPA2-PSK-CCMP][ESS],2017-11-02 07:43:09,1,-83,32.17483619,34.90056869,141,48,WIFI
54:e6:fc:cc:61:e8,michael11,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:43:09,1,-87,32.17483619,34.90056869,141,48,WIFI
72:cc:18:ed:08:42,Bezeq Free,[ESS],2017-11-02 07:43:09,6,-84,32.17483619,34.90056869,141,48,WIFI
54:e6:fc:a7:93:90,geuli,[ESS],2017-11-02 07:43:09,1,-80,32.17483619,34.90056869,141,48,WIFI
54:e6:fc:cc:61:e8,michael11,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:43:09,1,-80,32.17483619,34.90056869,141,48,WIFI
c0:ac:54:f5:9e:ad,HOTBOX1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:43:09,11,-87,32.17483619,34.90056869,141,48,WIFI
14:ae:db:43:11:a5,rivka,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:43:09,6,-88,32.17483619,34.90056869,141,48,WIFI
00:78:9e:f9:f1:7a,HOTBOX-2A3C,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:44:57,6,-72,32.17450668,34.90046303,83,54,WIFI
a0:ab:1b:58:72:56,natalia,[WPA2-PSK-CCMP][ESS],2017-11-02 07:44:57,4,-75,32.17450668,34.90046303,83,54,WIFI
74:da:38:98:2a:b0,EdimaxAPb0,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:44:57,4,-67,32.17450668,34.90046303,83,54,WIFI
c0:ac:54:f8:02:f6,HOTBOX2016,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:44:57,9,-81,32.17450668,34.90046303,83,54,WIFI
c0:ac:54:f5:9e:ad,HOTBOX1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:44:57,11,-79,32.17450668,34.90046303,83,54,WIFI
04:a1:51:c9:29:69,Noe_y_Lidia_2,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:44:57,9,-74,32.17450668,34.90046303,83,54,WIFI
b0:5a:da:5f:3f:d6,DIRECT-D4-HP DeskJet 4670 series,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:44:57,6,-77,32.17450668,34.90046303,83,54,WIFI
00:12:2a:d3:53:e8,Ziv,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:44:57,13,-76,32.17450668,34.90046303,83,54,WIFI
04:a1:51:c8:a1:60,Thirteen_5,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:44:57,60,-84,32.17450668,34.90046303,83,54,WIFI
c4:12:f5:83:0a:63,polak,[WPA2-PSK-CCMP][ESS],2017-11-02 07:44:57,2,-73,32.17450668,34.90046303,83,54,WIFI
14:ae:db:b0:64:2d,RutFr,[WPA2-PSK-CCMP][ESS],2017-11-02 07:44:57,11,-75,32.17450668,34.90046303,83,54,WIFI
30:e1:71:c4:b8:9e,DIRECT-9D-HP OfficeJet Pro 6960,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:44:57,2,-76,32.17450668,34.90046303,83,54,WIFI
b0:b2:8f:20:bf:1e,HOTFiber123,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:44:57,9,-76,32.17450668,34.90046303,83,54,WIFI
14:ae:db:ca:ba:2a,Level012_2.4,[WPA2-PSK-CCMP][ESS],2017-11-02 07:44:57,7,-77,32.17450668,34.90046303,83,54,WIFI
b4:ee:b4:a7:56:67,HOTBOX-5661,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:44:57,6,-77,32.17450668,34.90046303,83,54,WIFI
74:da:3c:98:2a:a4,ARADHOME,[WPA2-PSK-CCMP][ESS],2017-11-02 07:44:57,1,-78,32.17450668,34.90046303,83,54,WIFI
06:ae:db:57:fe:3d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 07:44:57,11,-79,32.17450668,34.90046303,83,54,WIFI
e4:6f:13:70:5e:44,waltman,[WPA2-PSK-CCMP][ESS],2017-11-02 07:44:57,12,-80,32.17450668,34.90046303,83,54,WIFI
c0:ac:54:f5:a1:27,HOTBOX-6FDE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:44:57,1,-81,32.17450668,34.90046303,83,54,WIFI
84:16:f9:ca:9b:ca,tal_bar5,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:44:57,40,-87,32.17450668,34.90046303,83,54,WIFI
16:0c:c3:ee:9e:b8,hero,[WEP][ESS],2017-11-02 07:44:57,6,-72,32.17450668,34.90046303,83,54,WIFI
72:6f:13:70:5e:45,Bezeq Free,[ESS],2017-11-02 07:44:57,12,-82,32.17450668,34.90046303,83,54,WIFI
48:ee:0c:3f:5d:99,vaad_bezeq,[WPA2-PSK-CCMP][ESS],2017-11-02 07:44:59,3,-74,32.17462361,34.9002148,52,19,WIFI
ec:08:6b:67:f7:ec,Noe_y_Lidia_2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:44:59,9,-72,32.17462361,34.9002148,52,19,WIFI
c4:12:f5:81:0d:4e,BezeqNGN_004580_2.4GHz_1,[ESS],2017-11-02 07:44:59,1,-76,32.17462361,34.9002148,52,19,WIFI
a0:8e:78:7f:3b:69,Hana55,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:44:59,10,-66,32.17462361,34.9002148,52,19,WIFI
a0:ab:1b:63:27:3c,Kellnaor,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:44:59,2,-77,32.17462361,34.9002148,52,19,WIFI
00:12:2a:40:0b:ca,Mira_,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:44:59,5,-74,32.17462361,34.9002148,52,19,WIFI
72:6f:13:70:5e:45,Bezeq Free,[ESS],2017-11-02 07:44:59,12,-77,32.17462361,34.9002148,52,19,WIFI
14:ae:db:ce:10:ca,rundsein,[WPA2-PSK-CCMP][ESS],2017-11-02 07:44:59,2,-78,32.17462361,34.9002148,52,19,WIFI
7c:03:4c:ba:cc:75,GAL2012,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:44:59,13,-79,32.17462361,34.9002148,52,19,WIFI
14:ae:db:43:11:a5,rivka,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:44:59,6,-79,32.17462361,34.9002148,52,19,WIFI
14:ae:db:a3:c6:95,S_HOME_5,[WPA2-PSK-CCMP][ESS],2017-11-02 07:44:59,48,-85,32.17462361,34.9002148,52,19,WIFI
70:5a:0f:67:54:0f,HP-Print-0F-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],2017-11-02 07:45:01,11,-78,32.17451272,34.90023586,68,15,WIFI
00:12:2a:d3:53:e8,Ziv,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:45:01,13,-70,32.17451272,34.90023586,68,15,WIFI
54:e6:fc:cc:61:e8,michael11,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:45:01,1,-72,32.17451272,34.90023586,68,15,WIFI
00:12:2a:41:6e:1a,rozenshtein,[WPA2-PSK-CCMP][ESS],2017-11-02 07:45:01,11,-80,32.17451272,34.90023586,68,15,WIFI
42502_862_4025888,GOLAN T,UNKNOWN;il,2017-11-02 07:45:01,0,-113,32.17451272,34.90023586,68,15,GSM
54:e6:fc:a7:93:90,geuli,[ESS],2017-11-02 07:45:04,1,-74,32.17458535,34.90023827,81,12,WIFI
72:a1:51:c8:a1:5c,Bezeq Free H0281C,[ESS],2017-11-02 07:45:04,11,-70,32.17458535,34.90023827,81,12,WIFI
04:a1:51:c9:29:6a,Noe5,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:45:04,60,-84,32.17458535,34.90023827,81,12,WIFI
14:ae:db:57:fe:3d,Rafi,[WPA2-PSK-CCMP][ESS],2017-11-02 07:45:04,11,-72,32.17458535,34.90023827,81,12,WIFI
18:d6:c7:ee:ee:05,Tobi,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:45:04,1,-73,32.17458535,34.90023827,81,12,WIFI
14:ae:db:a3:c6:92,S_HOME_2.4,[WPA2-PSK-CCMP][ESS],2017-11-02 07:45:04,2,-75,32.17458535,34.90023827,81,12,WIFI
00:12:2a:1d:76:a3,gazit,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:45:04,3,-78,32.17458535,34.90023827,81,12,WIFI
98:e7:f4:ca:98:b9,DIRECT-B8-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:45:04,9,-78,32.17458535,34.90023827,81,12,WIFI
d0:0f:6d:f1:51:d1,yifat30,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2017-11-02 07:45:04,8,-79,32.17458535,34.90023827,81,12,WIFI
48:ee:0c:3f:5d:99,vaad_bezeq,[WPA2-PSK-CCMP][ESS],2017-11-02 07:45:06,3,-64,32.17458313,34.90021668,84,6,WIFI
d0:d4:12:65:7e:82,Batia-013,[WPA2-PSK-CCMP][ESS],2017-11-02 07:45:06,1,-73,32.17458313,34.90021668,84,6,WIFI
c4:12:f5:81:0d:4e,BezeqNGN_004580_2.4GHz_1,[ESS],2017-11-02 07:45:06,1,-71,32.17458313,34.90021668,84,6,WIFI
04:a1:51:c8:a1:5f,Thirteen,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:45:06,11,-66,32.17458313,34.90021668,84,6,WIFI
e4:6f:13:70:5e:44,waltman,[WPA2-PSK-CCMP][ESS],2017-11-02 07:45:06,12,-73,32.17458313,34.90021668,84,6,WIFI
c0:ff:d4:7d:eb:8e,dyk_bezeq_5,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:45:06,60,-86,32.17458313,34.90021668,84,6,WIFI
c0:ff:d4:7d:eb:8d,dyk_bezeq,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:45:06,1,-72,32.17458313,34.90021668,84,6,WIFI
98:e7:f4:ca:98:b9,DIRECT-B8-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:45:06,9,-70,32.17458313,34.90021668,84,6,WIFI
d0:0f:6d:f1:51:d1,yifat30,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2017-11-02 07:45:06,8,-71,32.17458313,34.90021668,84,6,WIFI
00:8c:54:8c:4a:f1,ADLER,[WPA2-PSK-CCMP][ESS],2017-11-02 07:45:06,1,-73,32.17458313,34.90021668,84,6,WIFI
14:ae:db:cf:ad:15,Tal5,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:45:06,6,-76,32.17458313,34.90021668,84,6,WIFI
e8:cc:18:ed:08:41,gofman,[WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:45:06,6,-77,32.17458313,34.90021668,84,6,WIFI
cc:b2:55:e9:68:24,Alpert2,[WPA-PSK-CCMP][ESS],2017-11-02 07:45:06,6,-78,32.17458313,34.90021668,84,6,WIFI
04:a1:51:c9:29:69,Noe_y_Lidia_2,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:45:08,9,-69,32.17456823,34.90020948,85,5,WIFI
c0:ac:54:f5:a1:27,HOTBOX-6FDE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:45:08,1,-76,32.17456823,34.90020948,85,5,WIFI
72:6f:13:70:5e:45,Bezeq Free,[ESS],2017-11-02 07:45:08,12,-72,32.17456823,34.90020948,85,5,WIFI
e8:cc:18:ed:08:41,gofman,[WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:45:08,6,-70,32.17456823,34.90020948,85,5,WIFI
62:45:b1:95:4c:80,,[WEP][ESS],2017-11-02 07:45:08,48,-89,32.17456823,34.90020948,85,5,WIFI
72:cc:18:ed:08:42,Bezeq Free,[ESS],2017-11-02 07:45:08,6,-71,32.17456823,34.90020948,85,5,WIFI
ec:08:6b:67:f7:ec,Noe_y_Lidia_2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:45:10,9,-67,32.17456134,34.90022002,89,5,WIFI
f8:e9:03:0f:f2:17,Marina_2.4GHz_12,[WPA2-PSK-CCMP][ESS],2017-11-02 07:45:10,11,-79,32.17456134,34.90022002,89,5,WIFI
b0:b2:8f:03:cd:32,HOTFiber-CDD0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:45:10,11,-81,32.17456134,34.90022002,89,5,WIFI
06:ae:db:57:fe:3d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 07:45:12,11,-72,32.17456058,34.90022882,92,5,WIFI
00:8c:54:8e:71:01,Larisa,[WPA2-PSK-CCMP][ESS],2017-11-02 07:45:12,1,-75,32.17456058,34.90022882,92,5,WIFI
e4:6f:13:73:1e:cc,chayonet@,[WPA2-PSK-CCMP][ESS],2017-11-02 07:45:14,9,-70,32.17456043,34.90023797,93,5,WIFI
14:ae:db:cf:ad:15,Tal5,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:45:14,6,-71,32.17456043,34.90023797,93,5,WIFI
94:57:a5:4c:7c:e8,DIRECT-69-HP DeskJet 3830 series,[WPA2-PSK-CCMP][ESS],2017-11-02 07:45:14,8,-75,32.17456043,34.90023797,93,5,WIFI
14:ae:db:ce:10:cd,rundsein5,[WPA2-PSK-CCMP][ESS],2017-11-02 07:45:14,48,-89,32.17456043,34.90023797,93,5,WIFI
d0:d4:12:67:b5:4a,Miriam,[WPA2-PSK-CCMP][ESS],2017-11-02 07:45:15,1,-69,32.17456574,34.90024132,93,6,WIFI
14:ae:db:50:3b:1d,linor,[WPA2-PSK-CCMP][ESS],2017-11-02 07:45:15,6,-72,32.17456574,34.90024132,93,6,WIFI
14:ae:db:43:11:a5,rivka,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:45:18,6,-72,32.17456712,34.90023413,95,7,WIFI
62:45:b1:0e:7c:3c,,[WEP][ESS],2017-11-02 07:45:18,48,-88,32.17456712,34.90023413,95,7,WIFI
06:ae:db:b0:64:2d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 07:45:21,11,-69,32.17458653,34.90013389,94,5,WIFI
c4:12:f5:81:0d:4f,BezeqNGN_004580_5GHz_1,[ESS],2017-11-02 07:45:21,60,-82,32.17458653,34.90013389,94,5,WIFI
14:cc:20:64:ea:01,Ziv,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:45:21,13,-80,32.17458653,34.90013389,94,5,WIFI
00:12:2a:40:0b:ca,Mira_,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:45:23,5,-66,32.17462734,34.90002877,93,6,WIFI
