Time, ID, Lat, Lon, Alt, #WiFi networks, SSID1, MAC1, Frequncy1, Signal1, SSID2, MAC2, Frequncy2, Signal2, SSID3, MAC3, Frequncy3, Signal3, SSID4, MAC4, Frequncy4, Signal4, SSID5, MAC5, Frequncy5, Signal5, SSID6, MAC6, Frequncy6, Signal6, SSID7, MAC7, Frequncy7, Signal7, SSID8, MAC8, Frequncy8, Signal8, SSID9, MAC9, Frequncy9, Signal9, SSID10, MAC10, Frequncy10, Signal10, 
2017-11-02 08:42:56,model=LG-D855,32.10371076,35.19879422,633,9,yaniv,80:26:89:1a:93:a1,3,-79,Hanasti,f8:e9:03:0e:33:0b,1,-81,yana2,4c:60:de:48:8d:d1,11,-79,Mana,a4:2b:8c:98:86:7a,11,-76,HOTBOX-7569,d4:7b:b0:79:75:6f,11,-79,solomon,14:ae:db:c7:fb:f5,6,-79,Valery,14:ae:db:42:14:55,6,-79,DworNet,14:ae:db:ca:ae:c2,2,-80,Bezeq Free CA167D,72:2b:8c:98:86:7b,11,-78,
