Time, ID, Lat, Lon, Alt, #WiFi networks, SSID1, MAC1, Frequncy1, Signal1, SSID2, MAC2, Frequncy2, Signal2, SSID3, MAC3, Frequncy3, Signal3, SSID4, MAC4, Frequncy4, Signal4, SSID5, MAC5, Frequncy5, Signal5, SSID6, MAC6, Frequncy6, Signal6, SSID7, MAC7, Frequncy7, Signal7, SSID8, MAC8, Frequncy8, Signal8, SSID9, MAC9, Frequncy9, Signal9, SSID10, MAC10, Frequncy10, Signal10, 
2017-11-02 08:42:50,model=LG-D855,32.10309342,35.19875206,640,9,dana,04:a1:51:c4:5d:50,1,-66,BUFU,60:e3:27:a7:6f:3a,2,-71,Oshritel7,e4:6f:13:72:42:9a,11,-74,BezeqFree,6a:12:f5:84:6d:10,3,-77,No Free WiFi For You,c4:12:f5:84:74:eb,5,-77,Ira1,c4:12:f5:84:6d:13,3,-79,Nezeq_benleumi,20:4e:7f:23:f5:13,11,-79,AEH-W4A1-b0411d259543,b0:41:1d:25:95:43,5,-85,Bezeq Free,62:12:f5:84:74:e8,5,-76,
