MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type,ID
10:5a:f7:03:e8:7a,dikla_5,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:04,52.0,-90.0,32.17716847,34.91300733,76.0,5.0,WIFI,model=LG-D855
62:f6:85:0d:4f:8f,Bezeq Free 0D4F8D,[ESS],2017-11-02 07:57:04,6.0,-75.0,32.17716847,34.91300733,76.0,5.0,WIFI,model=LG-D855
62:ee:0c:3b:16:30,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:08,3.0,-68.0,32.17715481,34.91305356,77.0,5.0,WIFI,model=LG-D855
08:6a:0a:20:f7:13,noam,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:08,6.0,-69.0,32.17715481,34.91305356,77.0,5.0,WIFI,model=LG-D855
74:da:3b:be:d8:7f,moshe2,[ESS],2017-11-02 07:57:08,1.0,-60.0,32.17715481,34.91305356,77.0,5.0,WIFI,model=LG-D855
10:5a:f7:03:e8:79,dikla_2.4,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:08,1.0,-82.0,32.17715481,34.91305356,77.0,5.0,WIFI,model=LG-D855
e8:fc:af:7b:a2:4c,Bezeq-n_A24C,[WPS][ESS],2017-11-02 07:57:08,11.0,-81.0,32.17715481,34.91305356,77.0,5.0,WIFI,model=LG-D855
48:ee:0c:3b:16:33,ronitb2.4,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:13,3.0,-67.0,32.17715465,34.9131088,81.0,4.0,WIFI,model=LG-D855
10:5a:f7:03:e8:7a,dikla_5,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:13,52.0,-82.0,32.17715465,34.9131088,81.0,4.0,WIFI,model=LG-D855
10:5a:f7:03:e8:79,dikla_2.4,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:13,1.0,-74.0,32.17715465,34.9131088,81.0,4.0,WIFI,model=LG-D855
7c:03:4c:ff:29:a9,Nofar HOT,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:13,13.0,-88.0,32.17715465,34.9131088,81.0,4.0,WIFI,model=LG-D855
e8:fc:af:9d:94:74,HomE2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:15,1.0,-76.0,32.17715177,34.91314162,81.0,5.0,WIFI,model=LG-D855
2c:b0:5d:3b:75:44,Alberto Ninio,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:19,11.0,-76.0,32.17716703,34.91319476,83.0,5.0,WIFI,model=LG-D855
a0:8c:fd:0e:08:d9,DIRECT-7E-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:19,11.0,-82.0,32.17716703,34.91319476,83.0,5.0,WIFI,model=LG-D855
00:78:9e:fa:0e:5a,HOTBOX-CA64,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:19,11.0,-83.0,32.17716703,34.91319476,83.0,5.0,WIFI,model=LG-D855
74:88:8b:fe:eb:48,falk,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:20,1.0,-68.0,32.17715617,34.9132053,83.0,5.0,WIFI,model=LG-D855
a0:ab:1b:56:38:4c,keren,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:22,9.0,-71.0,32.17717101,34.91321187,82.0,6.0,WIFI,model=LG-D855
74:da:3b:be:d8:7f,moshe2,[ESS],2017-11-02 07:57:22,1.0,-55.0,32.17717101,34.91321187,82.0,6.0,WIFI,model=LG-D855
8c:59:c3:a2:3e:11,sara,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:22,1.0,-77.0,32.17717101,34.91321187,82.0,6.0,WIFI,model=LG-D855
30:e1:71:f0:94:7c,DIRECT-7B-HP DeskJet 4670 series,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:25,6.0,-83.0,32.17716398,34.9132156,80.0,5.0,WIFI,model=LG-D855
c4:04:15:12:07:16,Richman_5G,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:31,60.0,-88.0,32.1771561,34.9132455,82.0,5.0,WIFI,model=LG-D855
e8:fc:af:96:95:ec,ellin_5,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:31,56.0,-91.0,32.1771561,34.9132455,82.0,5.0,WIFI,model=LG-D855
70:62:b8:31:4c:8a,aviad2.4gh,[WEP][ESS],2017-11-02 07:57:31,4.0,-77.0,32.1771561,34.9132455,82.0,5.0,WIFI,model=LG-D855
c8:d3:ff:01:9f:7f,DIRECT-7E-HP DeskJet 4670 series,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:36,11.0,-83.0,32.17715199,34.9133495,82.0,6.0,WIFI,model=LG-D855
54:e6:fc:b5:2c:38,beizerl,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:36,4.0,-84.0,32.17715199,34.9133495,82.0,6.0,WIFI,model=LG-D855
ec:08:6b:68:02:b8,TP-LINK_Extender_6802B8,[WPS][ESS],2017-11-02 07:57:36,2.0,-76.0,32.17715199,34.9133495,82.0,6.0,WIFI,model=LG-D855
42502_862_3899679,GOLAN T,UNKNOWN;il,2017-11-02 07:57:36,0.0,-113.0,32.17715199,34.9133495,82.0,6.0,GSM,model=LG-D855
7c:03:4c:ff:29:a9,Nofar HOT,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:39,13.0,-82.0,32.17710899,34.91345708,82.0,7.0,WIFI,model=LG-D855
c4:04:15:12:07:15,Richman-2.4G,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:39,1.0,-74.0,32.17710899,34.91345708,82.0,7.0,WIFI,model=LG-D855
e8:fc:af:96:95:eb,ellin,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:39,1.0,-77.0,32.17710899,34.91345708,82.0,7.0,WIFI,model=LG-D855
e0:ce:c3:f1:70:f3,amor-2017,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:39,13.0,-80.0,32.17710899,34.91345708,82.0,7.0,WIFI,model=LG-D855
a0:ab:1b:62:27:ec,EREZ,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:39,2.0,-82.0,32.17710899,34.91345708,82.0,7.0,WIFI,model=LG-D855
a0:8c:fd:0e:a3:ac,DIRECT-73-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:39,6.0,-83.0,32.17710899,34.91345708,82.0,7.0,WIFI,model=LG-D855
d0:0e:d9:27:06:7f,popo,[WPA-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:39,7.0,-84.0,32.17710899,34.91345708,82.0,7.0,WIFI,model=LG-D855
b0:b2:8f:03:c6:c0,Nofar HOT,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:39,13.0,-84.0,32.17710899,34.91345708,82.0,7.0,WIFI,model=LG-D855
14:ae:db:46:c5:ed,hacarmel563,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:41,11.0,-81.0,32.17712871,34.9135804,81.0,8.0,WIFI,model=LG-D855
c4:04:15:12:07:16,Richman_5G,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:41,60.0,-83.0,32.17712871,34.9135804,81.0,8.0,WIFI,model=LG-D855
54:e6:fc:b5:2c:38,beizerl,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:41,4.0,-79.0,32.17712871,34.9135804,81.0,8.0,WIFI,model=LG-D855
ec:08:6b:68:02:b8,TP-LINK_Extender_6802B8,[WPS][ESS],2017-11-02 07:57:41,2.0,-70.0,32.17712871,34.9135804,81.0,8.0,WIFI,model=LG-D855
c4:04:15:49:9f:6e,schira,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:41,9.0,-76.0,32.17712871,34.9135804,81.0,8.0,WIFI,model=LG-D855
b0:b2:8f:03:b0:4a,Nofar HOT,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:41,1.0,-79.0,32.17712871,34.9135804,81.0,8.0,WIFI,model=LG-D855
e0:ce:c3:8c:2a:2d,Haim,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:41,9.0,-80.0,32.17712871,34.9135804,81.0,8.0,WIFI,model=LG-D855
b0:b2:8f:03:c8:0a,Nofar HOT,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:41,13.0,-84.0,32.17712871,34.9135804,81.0,8.0,WIFI,model=LG-D855
04:a1:51:10:ee:be,emannuel,[WPS][WEP][ESS],2017-11-02 07:57:41,11.0,-81.0,32.17712871,34.9135804,81.0,8.0,WIFI,model=LG-D855
00:78:9e:fb:7b:1d,ALONA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:44,11.0,-74.0,32.17710268,34.91379454,78.0,8.0,WIFI,model=LG-D855
00:78:9e:fb:02:e7,VARAD2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:44,11.0,-76.0,32.17710268,34.91379454,78.0,8.0,WIFI,model=LG-D855
64:70:02:ae:f4:68,Yagol_H,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:44,6.0,-77.0,32.17710268,34.91379454,78.0,8.0,WIFI,model=LG-D855
e8:fc:af:96:95:ec,ellin_5,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:44,56.0,-83.0,32.17710268,34.91379454,78.0,8.0,WIFI,model=LG-D855
a0:ab:1b:62:27:ec,EREZ,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:44,2.0,-74.0,32.17710268,34.91379454,78.0,8.0,WIFI,model=LG-D855
04:a1:51:10:ee:be,emannuel,[WPS][WEP][ESS],2017-11-02 07:57:44,11.0,-75.0,32.17710268,34.91379454,78.0,8.0,WIFI,model=LG-D855
c4:12:f5:fa:44:d4,SteinfelD,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:44,3.0,-76.0,32.17710268,34.91379454,78.0,8.0,WIFI,model=LG-D855
ac:f1:df:9e:b7:41,max,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:44,11.0,-77.0,32.17710268,34.91379454,78.0,8.0,WIFI,model=LG-D855
a4:2b:b0:fb:63:76,NotYourNetStayAway_Ext2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:57:44,7.0,-78.0,32.17710268,34.91379454,78.0,8.0,WIFI,model=LG-D855
c0:ac:54:f7:46:15,HOTBOX-262C,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:44,6.0,-78.0,32.17710268,34.91379454,78.0,8.0,WIFI,model=LG-D855
28:80:23:f6:00:0e,HP-Print-0E-Deskjet 4640 series,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:44,1.0,-79.0,32.17710268,34.91379454,78.0,8.0,WIFI,model=LG-D855
f4:6b:ef:de:75:ce,meirav,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:44,11.0,-79.0,32.17710268,34.91379454,78.0,8.0,WIFI,model=LG-D855
80:37:73:e5:b0:f5,basat55_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:44,1.0,-81.0,32.17710268,34.91379454,78.0,8.0,WIFI,model=LG-D855
30:e1:71:be:63:9c,DIRECT-9A-HP OfficeJet 6950,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:44,6.0,-82.0,32.17710268,34.91379454,78.0,8.0,WIFI,model=LG-D855
f8:ab:05:40:73:d1,HOTBOX-9704,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:45,11.0,-80.0,32.17708833,34.9138658,79.0,8.0,WIFI,model=LG-D855
04:a1:51:10:ee:be,emannuel,[WPS][WEP][ESS],2017-11-02 07:57:45,11.0,-66.0,32.17708833,34.9138658,79.0,8.0,WIFI,model=LG-D855
30:e1:71:be:63:9c,DIRECT-9A-HP OfficeJet 6950,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:45,6.0,-75.0,32.17708833,34.9138658,79.0,8.0,WIFI,model=LG-D855
00:78:9e:fa:12:0a,HOTBOX-8166,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:45,1.0,-66.0,32.17708833,34.9138658,79.0,8.0,WIFI,model=LG-D855
80:1f:02:db:67:80,MIKI_HOME1,[WPA2-PSK-CCMP-preauth][ESS],2017-11-02 07:57:45,11.0,-67.0,32.17708833,34.9138658,79.0,8.0,WIFI,model=LG-D855
6c:2e:85:fe:ff:84,Josepha,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:45,11.0,-75.0,32.17708833,34.9138658,79.0,8.0,WIFI,model=LG-D855
6c:72:20:40:9e:00,Moshe,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:45,1.0,-75.0,32.17708833,34.9138658,79.0,8.0,WIFI,model=LG-D855
f4:6b:ef:de:75:8d,meirav,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:45,11.0,-79.0,32.17708833,34.9138658,79.0,8.0,WIFI,model=LG-D855
f4:6b:ef:de:23:40,meirav,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:45,11.0,-79.0,32.17708833,34.9138658,79.0,8.0,WIFI,model=LG-D855
fc:75:16:52:e1:5c,Bazooka,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:45,4.0,-80.0,32.17708833,34.9138658,79.0,8.0,WIFI,model=LG-D855
6c:19:8f:46:a9:11,fabian2,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:45,9.0,-81.0,32.17708833,34.9138658,79.0,8.0,WIFI,model=LG-D855
d0:0f:6d:f0:e6:47,123,[WPA-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:45,13.0,-83.0,32.17708833,34.9138658,79.0,8.0,WIFI,model=LG-D855
14:ae:db:3c:99:0d,TRtiH,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:45,48.0,-90.0,32.17708833,34.9138658,79.0,8.0,WIFI,model=LG-D855
10:be:f5:3a:4e:38,Mottes,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:45,3.0,-88.0,32.17708833,34.9138658,79.0,8.0,WIFI,model=LG-D855
14:ae:db:59:4b:05,bz930214,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:47,6.0,-73.0,32.17707173,34.91400078,80.0,7.0,WIFI,model=LG-D855
74:88:8b:ff:4f:38,moshe,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:47,1.0,-80.0,32.17707173,34.91400078,80.0,7.0,WIFI,model=LG-D855
bc:f6:85:0d:4f:8e,Bezeq-N_0d4f8d,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:47,6.0,-79.0,32.17707173,34.91400078,80.0,7.0,WIFI,model=LG-D855
c0:ac:54:f7:46:15,HOTBOX-262C,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:47,6.0,-68.0,32.17707173,34.91400078,80.0,7.0,WIFI,model=LG-D855
10:be:f5:3a:4e:38,Mottes,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:47,3.0,-77.0,32.17707173,34.91400078,80.0,7.0,WIFI,model=LG-D855
ec:08:6b:67:ff:12,Abadi_2.4GHz_1_Ext,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:57:47,7.0,-70.0,32.17707173,34.91400078,80.0,7.0,WIFI,model=LG-D855
08:6a:0a:57:c9:64,amh,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:47,11.0,-75.0,32.17707173,34.91400078,80.0,7.0,WIFI,model=LG-D855
00:0c:c3:d0:d9:c8,shlomo,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:57:47,11.0,-76.0,32.17707173,34.91400078,80.0,7.0,WIFI,model=LG-D855
3c:1e:04:05:a2:31,itsik_2.4,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:47,11.0,-76.0,32.17707173,34.91400078,80.0,7.0,WIFI,model=LG-D855
10:5a:f7:0d:30:43,Philo_5,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:47,52.0,-84.0,32.17707173,34.91400078,80.0,7.0,WIFI,model=LG-D855
00:1b:9e:72:7b:38,cbet012,[WEP][ESS],2017-11-02 07:57:47,9.0,-80.0,32.17707173,34.91400078,80.0,7.0,WIFI,model=LG-D855
c0:ac:54:f7:ba:17,HOTBOX-2017,[WEP][ESS],2017-11-02 07:57:47,6.0,-81.0,32.17707173,34.91400078,80.0,7.0,WIFI,model=LG-D855
62:ee:0c:3b:16:30,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:50,3.0,-73.0,32.17699821,34.9142033,80.0,11.0,WIFI,model=LG-D855
48:ee:0c:3b:16:33,ronitb2.4,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:50,3.0,-71.0,32.17699821,34.9142033,80.0,11.0,WIFI,model=LG-D855
74:da:38:be:d8:7e,moshe_2EX,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:50,1.0,-76.0,32.17699821,34.9142033,80.0,11.0,WIFI,model=LG-D855
3c:1e:04:05:a2:31,itsik_2.4,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:50,11.0,-71.0,32.17699821,34.9142033,80.0,11.0,WIFI,model=LG-D855
00:1b:9e:72:7b:38,cbet012,[WEP][ESS],2017-11-02 07:57:50,9.0,-73.0,32.17699821,34.9142033,80.0,11.0,WIFI,model=LG-D855
d4:d1:84:fe:9a:f1,malka,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:50,1.0,-73.0,32.17699821,34.9142033,80.0,11.0,WIFI,model=LG-D855
10:0d:7f:88:cf:5c,YITZCHAK,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:50,11.0,-74.0,32.17699821,34.9142033,80.0,11.0,WIFI,model=LG-D855
10:5a:f7:0d:30:42,Philo_2.4,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:50,1.0,-74.0,32.17699821,34.9142033,80.0,11.0,WIFI,model=LG-D855
64:70:02:73:cc:28,GOLDFARB-PC_Network,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:57:50,4.0,-78.0,32.17699821,34.9142033,80.0,11.0,WIFI,model=LG-D855
00:12:2a:d1:89:c8,zeev,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:57:50,13.0,-80.0,32.17699821,34.9142033,80.0,11.0,WIFI,model=LG-D855
3c:1e:04:05:a2:32,itsik_5,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:50,60.0,-86.0,32.17699821,34.9142033,80.0,11.0,WIFI,model=LG-D855
98:e7:f4:7b:6f:81,DIRECT-C9-HP OfficeJet 3830,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:50,1.0,-83.0,32.17699821,34.9142033,80.0,11.0,WIFI,model=LG-D855
50:c7:bf:c7:74:07,TP-Link_Extender,[ESS],2017-11-02 07:57:50,2.0,-78.0,32.17699821,34.9142033,80.0,11.0,WIFI,model=LG-D855
74:88:8b:fe:eb:48,falk,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:51,1.0,-76.0,32.17699563,34.91427918,83.0,12.0,WIFI,model=LG-D855
70:62:b8:31:4c:8a,aviad2.4gh,[WEP][ESS],2017-11-02 07:57:51,4.0,-81.0,32.17699563,34.91427918,83.0,12.0,WIFI,model=LG-D855
6c:19:8f:46:a9:11,fabian2,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:51,9.0,-76.0,32.17699563,34.91427918,83.0,12.0,WIFI,model=LG-D855
64:70:02:73:cc:28,GOLDFARB-PC_Network,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:57:51,4.0,-71.0,32.17699563,34.91427918,83.0,12.0,WIFI,model=LG-D855
c0:ac:54:f8:ca:70,Arama,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:51,6.0,-75.0,32.17699563,34.91427918,83.0,12.0,WIFI,model=LG-D855
a4:08:f5:06:be:fa,Arama,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:51,6.0,-75.0,32.17699563,34.91427918,83.0,12.0,WIFI,model=LG-D855
14:ae:db:4b:a5:fd,Gonen,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:57:51,11.0,-78.0,32.17699563,34.91427918,83.0,12.0,WIFI,model=LG-D855
14:ae:db:45:0c:95,Diana,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:57:51,1.0,-80.0,32.17699563,34.91427918,83.0,12.0,WIFI,model=LG-D855
00:21:04:e8:69:42,orang-nadler,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:57:51,11.0,-82.0,32.17699563,34.91427918,83.0,12.0,WIFI,model=LG-D855
c0:ac:54:f7:f4:f5,fabiary,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:51,6.0,-82.0,32.17699563,34.91427918,83.0,12.0,WIFI,model=LG-D855
10:be:f5:3a:4e:38,Mottes,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:53,3.0,-71.0,32.17696056,34.91437522,81.0,11.0,WIFI,model=LG-D855
a0:8c:fd:0e:a3:ac,DIRECT-73-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:53,6.0,-75.0,32.17696056,34.91437522,81.0,11.0,WIFI,model=LG-D855
98:e7:f4:7b:6f:81,DIRECT-C9-HP OfficeJet 3830,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:53,1.0,-78.0,32.17696056,34.91437522,81.0,11.0,WIFI,model=LG-D855
14:ae:db:45:0c:95,Diana,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:57:53,1.0,-73.0,32.17696056,34.91437522,81.0,11.0,WIFI,model=LG-D855
74:da:38:94:e5:9d,Doob1_2EX,[WPA2-PSK-CCMP-preauth][WPS][ESS],2017-11-02 07:57:53,11.0,-74.0,32.17696056,34.91437522,81.0,11.0,WIFI,model=LG-D855
8c:59:c3:a2:a1:f9,ydt10,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:53,1.0,-74.0,32.17696056,34.91437522,81.0,11.0,WIFI,model=LG-D855
f8:ab:05:dd:59:8a,Liroy Network,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:53,1.0,-78.0,32.17696056,34.91437522,81.0,11.0,WIFI,model=LG-D855
c0:ac:54:f7:22:78,hotbox11,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:53,6.0,-80.0,32.17696056,34.91437522,81.0,11.0,WIFI,model=LG-D855
10:be:f5:43:04:56,azariab23,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:53,10.0,-80.0,32.17696056,34.91437522,81.0,11.0,WIFI,model=LG-D855
42502_862_3899679,GOLAN T,UNKNOWN;il,2017-11-02 07:57:53,0.0,-113.0,32.17696056,34.91437522,81.0,11.0,GSM,model=LG-D855
c4:04:15:12:07:15,Richman-2.4G,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:55,1.0,-76.0,32.17692351,34.91447806,81.0,11.0,WIFI,model=LG-D855
e8:fc:af:96:95:eb,ellin,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:55,1.0,-75.0,32.17692351,34.91447806,81.0,11.0,WIFI,model=LG-D855
c0:ac:54:f7:22:78,hotbox11,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:55,6.0,-73.0,32.17692351,34.91447806,81.0,11.0,WIFI,model=LG-D855
c0:ac:54:f8:2b:0c,HOTBOX-anat,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:55,11.0,-74.0,32.17692351,34.91447806,81.0,11.0,WIFI,model=LG-D855
e8:cc:18:eb:e1:1b,Tomer.z,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:55,6.0,-77.0,32.17692351,34.91447806,81.0,11.0,WIFI,model=LG-D855
40:65:a3:23:d7:50,HOTFiber-9D54,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:55,1.0,-78.0,32.17692351,34.91447806,81.0,11.0,WIFI,model=LG-D855
f8:ab:05:dc:9c:fc,Liroy Network,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:55,1.0,-81.0,32.17692351,34.91447806,81.0,11.0,WIFI,model=LG-D855
5a:c7:bf:1d:83:cc,au,[WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:55,10.0,-85.0,32.17692351,34.91447806,81.0,11.0,WIFI,model=LG-D855
00:78:9e:f9:fd:ab,HOTBOX-6492,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:57:55,1.0,-86.0,32.17692351,34.91447806,81.0,11.0,WIFI,model=LG-D855
64:70:02:73:cc:28,GOLDFARB-PC_Network,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:57:57,4.0,-64.0,32.17691701,34.91455025,81.0,11.0,WIFI,model=LG-D855
00:12:2a:d1:89:c8,zeev,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:57:57,13.0,-74.0,32.17691701,34.91455025,81.0,11.0,WIFI,model=LG-D855
60:e3:27:6c:84:9c,ANZ,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:57:57,3.0,-74.0,32.17691701,34.91455025,81.0,11.0,WIFI,model=LG-D855
50:c7:bf:1d:83:cf,fkatz,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:57,10.0,-80.0,32.17691701,34.91455025,81.0,11.0,WIFI,model=LG-D855
14:ae:db:b1:6f:1d,eli-N-or,[WPA2-PSK-CCMP][ESS],2017-11-02 07:57:57,11.0,-80.0,32.17691701,34.91455025,81.0,11.0,WIFI,model=LG-D855
c4:04:15:49:9f:6e,schira,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:58:00,9.0,-80.0,32.17688477,34.9145941,81.0,10.0,WIFI,model=LG-D855
e0:ce:c3:8c:2a:2d,Haim,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:58:00,9.0,-78.0,32.17688477,34.9145941,81.0,10.0,WIFI,model=LG-D855
