MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type,ID
00:90:8f:7d:b7:ec,orange,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2017-11-02 07:46:08,1.0,-76.0,32.17490917,34.89991118,87.0,4.0,WIFI,model=LG-D855
14:ae:db:31:77:5a,HILA-2.4,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:08,11.0,-80.0,32.17490917,34.89991118,87.0,4.0,WIFI,model=LG-D855
a0:d3:c1:88:ea:41,HP-Print-41-Officejet 6700,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:10,6.0,-73.0,32.17492341,34.89996584,84.0,4.0,WIFI,model=LG-D855
c4:12:f5:83:9c:29,Doris_2.4,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:10,1.0,-76.0,32.17492341,34.89996584,84.0,4.0,WIFI,model=LG-D855
02:18:1a:7f:ca:37,,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:10,36.0,-84.0,32.17492341,34.89996584,84.0,4.0,WIFI,model=LG-D855
c4:12:f5:83:9c:2a,Doris_2.4_5,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:12,60.0,-85.0,32.17492004,34.90002607,86.0,4.0,WIFI,model=LG-D855
08:3e:5d:61:a4:bb,Gandi11,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:46:14,1.0,-78.0,32.17491167,34.90009234,87.0,4.0,WIFI,model=LG-D855
e8:d1:1b:45:a2:22,ravit-1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:46:14,6.0,-79.0,32.17491167,34.90009234,87.0,4.0,WIFI,model=LG-D855
42502_862_4025887,GOLAN T,UNKNOWN;il,2017-11-02 07:46:14,0.0,-113.0,32.17491167,34.90009234,87.0,4.0,GSM,model=LG-D855
14:ae:db:31:77:5a,HILA-2.4,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:16,11.0,-75.0,32.17489786,34.90017218,87.0,4.0,WIFI,model=LG-D855
a0:ab:1b:5e:45:00,ira_wifi,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:16,4.0,-77.0,32.17489786,34.90017218,87.0,4.0,WIFI,model=LG-D855
74:da:3b:3d:23:6b,HOTBOX_245973,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:18,11.0,-77.0,32.17488224,34.90026848,86.0,4.0,WIFI,model=LG-D855
14:ae:db:c1:2c:95,jafa,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:18,11.0,-78.0,32.17488224,34.90026848,86.0,4.0,WIFI,model=LG-D855
e8:d1:1b:45:a2:22,ravit-1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:46:20,6.0,-70.0,32.17487788,34.90036511,88.0,6.0,WIFI,model=LG-D855
74:da:38:81:67:66,shkedi_2EX,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:46:20,1.0,-70.0,32.17487788,34.90036511,88.0,6.0,WIFI,model=LG-D855
64:70:02:8b:06:40,Golan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:46:20,4.0,-72.0,32.17487788,34.90036511,88.0,6.0,WIFI,model=LG-D855
74:da:38:17:53:f6,Aviram,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:46:20,1.0,-76.0,32.17487788,34.90036511,88.0,6.0,WIFI,model=LG-D855
14:ae:db:b5:52:2d,raz-wifi_2.4,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:22,11.0,-79.0,32.17486239,34.90042312,88.0,10.0,WIFI,model=LG-D855
b4:ee:b4:f9:7e:66,Gandi11,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:46:22,13.0,-80.0,32.17486239,34.90042312,88.0,10.0,WIFI,model=LG-D855
78:d9:9f:f5:59:31,homedigital_2GExt_5GExt,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:46:22,40.0,-87.0,32.17486239,34.90042312,88.0,10.0,WIFI,model=LG-D855
f8:e9:03:0f:f2:18,Marina_5GHz_1,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:22,48.0,-88.0,32.17486239,34.90042312,88.0,10.0,WIFI,model=LG-D855
c4:04:15:65:e9:98,kritzer_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:46:24,1.0,-78.0,32.17482489,34.9004207,89.0,14.0,WIFI,model=LG-D855
e8:fc:af:97:dd:31,Mester,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:46:26,6.0,-69.0,32.17480709,34.90040905,90.0,16.0,WIFI,model=LG-D855
00:78:9e:fa:8f:d5,hotbox12345,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:46:26,6.0,-77.0,32.17480709,34.90040905,90.0,16.0,WIFI,model=LG-D855
74:da:38:3d:23:6a,Shahar_the_King_2.4_2EX,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:46:33,11.0,-79.0,32.17498572,34.90043087,89.0,21.0,WIFI,model=LG-D855
14:ae:db:ce:10:cd,rundsein5,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:36,48.0,-84.0,32.17491931,34.9004044,89.0,19.0,WIFI,model=LG-D855
a8:c8:3a:35:bb:25,Partner-4G-BB25,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:36,10.0,-79.0,32.17491931,34.9004044,89.0,19.0,WIFI,model=LG-D855
06:ae:db:b5:52:2d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:38,11.0,-82.0,32.17492936,34.90041267,90.0,19.0,WIFI,model=LG-D855
14:ae:db:b6:68:15,Adrian,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:38,11.0,-83.0,32.17492936,34.90041267,90.0,19.0,WIFI,model=LG-D855
f8:e9:03:0f:f2:18,Marina_5GHz_1,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:44,48.0,-81.0,32.17482573,34.90040901,93.0,21.0,WIFI,model=LG-D855
a0:4f:d4:46:2d:61,erel,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:44,11.0,-81.0,32.17482573,34.90040901,93.0,21.0,WIFI,model=LG-D855
74:da:3b:3d:23:6b,HOTBOX_245973,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:46,11.0,-71.0,32.17476427,34.90041042,89.0,15.0,WIFI,model=LG-D855
74:da:38:3d:23:6a,Shahar_the_King_2.4_2EX,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:46:46,11.0,-70.0,32.17476427,34.90041042,89.0,15.0,WIFI,model=LG-D855
06:ae:db:b6:68:15,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:46,11.0,-81.0,32.17476427,34.90041042,89.0,15.0,WIFI,model=LG-D855
c0:ac:54:f8:6a:b7,Minas,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:46:48,9.0,-78.0,32.17482054,34.90046684,91.0,16.0,WIFI,model=LG-D855
10:be:f5:26:2f:51,WiFi-Sec5GHz,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:48,44.0,-85.0,32.17482054,34.90046684,91.0,16.0,WIFI,model=LG-D855
fa:8f:ca:80:80:08,,[ESS],2017-11-02 07:46:48,44.0,-82.0,32.17482054,34.90046684,91.0,16.0,WIFI,model=LG-D855
00:1f:1f:a8:42:b7,Edimax AP,[ESS],2017-11-02 07:46:48,11.0,-82.0,32.17482054,34.90046684,91.0,16.0,WIFI,model=LG-D855
14:ae:db:b6:68:15,Adrian,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:50,11.0,-78.0,32.17489835,34.90049917,89.0,15.0,WIFI,model=LG-D855
f4:ec:38:b0:7d:5a,rosita,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:46:50,1.0,-75.0,32.17489835,34.90049917,89.0,15.0,WIFI,model=LG-D855
10:be:f5:3f:91:ae,ori,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:50,9.0,-76.0,32.17489835,34.90049917,89.0,15.0,WIFI,model=LG-D855
c4:04:15:65:f3:d2,Nakash_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:46:50,1.0,-77.0,32.17489835,34.90049917,89.0,15.0,WIFI,model=LG-D855
7c:b7:33:a1:98:e6,dinerman,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:46:50,1.0,-79.0,32.17489835,34.90049917,89.0,15.0,WIFI,model=LG-D855
0e:41:58:01:23:9c,hotbox12345,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:53,6.0,-71.0,32.1748991,34.90052843,94.0,12.0,WIFI,model=LG-D855
00:23:cd:16:72:18,Simtat HaDror Resort,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:46:53,12.0,-79.0,32.1748991,34.90052843,94.0,12.0,WIFI,model=LG-D855
00:78:9e:fa:c8:5b,HOTBOX-9582,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:46:53,6.0,-80.0,32.1748991,34.90052843,94.0,12.0,WIFI,model=LG-D855
74:da:38:6d:7b:18,Bar AP,[WPA-PSK-TKIP][ESS],2017-11-02 07:46:55,11.0,-80.0,32.17487987,34.90052184,94.0,12.0,WIFI,model=LG-D855
a0:4f:d4:46:2d:61,erel,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:57,11.0,-75.0,32.17485523,34.90053247,93.0,11.0,WIFI,model=LG-D855
06:ae:db:b6:68:15,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:57,11.0,-74.0,32.17485523,34.90053247,93.0,11.0,WIFI,model=LG-D855
7c:b7:33:a1:98:e6,dinerman,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:46:57,1.0,-72.0,32.17485523,34.90053247,93.0,11.0,WIFI,model=LG-D855
10:be:f5:26:2f:53,WiFi-Sec,[WPA2-PSK-CCMP][ESS],2017-11-02 07:46:57,9.0,-76.0,32.17485523,34.90053247,93.0,11.0,WIFI,model=LG-D855
78:d9:9f:f5:59:32,homedigital_2GExt_2GExt,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:46:57,1.0,-76.0,32.17485523,34.90053247,93.0,11.0,WIFI,model=LG-D855
c4:04:15:65:f3:d3,Nakash_5,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:46:57,60.0,-89.0,32.17485523,34.90053247,93.0,11.0,WIFI,model=LG-D855
62:fc:af:9d:b2:aa,Bezeq Free S036B6,[ESS],2017-11-02 07:46:57,11.0,-81.0,32.17485523,34.90053247,93.0,11.0,WIFI,model=LG-D855
e8:fc:af:9d:b2:a9,elad57_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:46:59,11.0,-82.0,32.17482175,34.90052929,88.0,11.0,WIFI,model=LG-D855
f4:6b:ef:e0:eb:fe,HOTFiber-969A,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:01,6.0,-74.0,32.174819,34.90054249,88.0,11.0,WIFI,model=LG-D855
74:da:39:3d:18:9d,Art Vandaley,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:04,6.0,-79.0,32.17482448,34.90059889,89.0,11.0,WIFI,model=LG-D855
00:78:9e:fa:0a:08,Roseyo,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:04,1.0,-80.0,32.17482448,34.90059889,89.0,11.0,WIFI,model=LG-D855
d0:d4:12:5c:6a:ea,homedigital,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:04,1.0,-80.0,32.17482448,34.90059889,89.0,11.0,WIFI,model=LG-D855
f8:e9:03:0f:f2:17,Marina_2.4GHz_12,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:06,11.0,-72.0,32.17481254,34.90066898,90.0,10.0,WIFI,model=LG-D855
00:12:2a:1d:76:a3,gazit,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:06,3.0,-70.0,32.17481254,34.90066898,90.0,10.0,WIFI,model=LG-D855
9c:d3:6d:99:39:b4,alex,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:47:06,11.0,-78.0,32.17481254,34.90066898,90.0,10.0,WIFI,model=LG-D855
e8:fc:af:8d:9e:32,viktor5,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:47:06,11.0,-80.0,32.17481254,34.90066898,90.0,10.0,WIFI,model=LG-D855
00:8c:54:de:5c:71,Vladimir,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:06,6.0,-82.0,32.17481254,34.90066898,90.0,10.0,WIFI,model=LG-D855
e8:fc:af:97:dd:30,Mester-5G-1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:06,44.0,-88.0,32.17481254,34.90066898,90.0,10.0,WIFI,model=LG-D855
a8:c8:3a:35:bb:25,Partner-4G-BB25,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:08,10.0,-74.0,32.17478624,34.9007625,92.0,10.0,WIFI,model=LG-D855
78:d9:9f:f5:59:32,homedigital_2GExt_2GExt,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:47:08,1.0,-64.0,32.17478624,34.9007625,92.0,10.0,WIFI,model=LG-D855
78:d9:9f:f5:59:31,homedigital_2GExt_5GExt,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:47:08,40.0,-68.0,32.17478624,34.9007625,92.0,10.0,WIFI,model=LG-D855
d0:0f:6d:c1:fa:af,silvanaM,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:47:08,5.0,-77.0,32.17478624,34.9007625,92.0,10.0,WIFI,model=LG-D855
d8:fe:e3:04:78:b1,anat,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:08,11.0,-78.0,32.17478624,34.9007625,92.0,10.0,WIFI,model=LG-D855
74:da:38:ae:93:01,Lion5EX2,[WPA2-PSK-CCMP-preauth][WPS][ESS],2017-11-02 07:47:08,5.0,-79.0,32.17478624,34.9007625,92.0,10.0,WIFI,model=LG-D855
ac:f1:df:9e:a5:29,Leonid,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:08,11.0,-79.0,32.17478624,34.9007625,92.0,10.0,WIFI,model=LG-D855
b4:ee:b4:a9:33:a9,Shemesh,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:08,1.0,-80.0,32.17478624,34.9007625,92.0,10.0,WIFI,model=LG-D855
78:d9:9f:f1:73:81,homedigital_5GExt,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:47:08,44.0,-87.0,32.17478624,34.9007625,92.0,10.0,WIFI,model=LG-D855
b4:ee:b4:86:c2:86,HOTFiber-2017,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:10,9.0,-80.0,32.1747716,34.90087279,91.0,11.0,WIFI,model=LG-D855
d0:d4:12:5c:6a:ea,homedigital,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:10,1.0,-74.0,32.1747716,34.90087279,91.0,11.0,WIFI,model=LG-D855
00:8c:54:de:5c:71,Vladimir,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:10,6.0,-74.0,32.1747716,34.90087279,91.0,11.0,WIFI,model=LG-D855
b4:ee:b4:a9:33:a9,Shemesh,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:10,1.0,-75.0,32.1747716,34.90087279,91.0,11.0,WIFI,model=LG-D855
00:78:9e:fa:fe:47,Schmidt-Net,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:10,3.0,-71.0,32.1747716,34.90087279,91.0,11.0,WIFI,model=LG-D855
14:ae:db:43:b4:85,mayan.gabay,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:47:10,11.0,-71.0,32.1747716,34.90087279,91.0,11.0,WIFI,model=LG-D855
14:ae:db:cf:82:e5,BEZEQINT-82E1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:47:10,1.0,-73.0,32.1747716,34.90087279,91.0,11.0,WIFI,model=LG-D855
06:ae:db:cf:82:e5,Pretty fly for a WIFI,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:47:10,1.0,-74.0,32.1747716,34.90087279,91.0,11.0,WIFI,model=LG-D855
20:0c:c8:1b:22:75,dany_5,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:47:10,60.0,-87.0,32.1747716,34.90087279,91.0,11.0,WIFI,model=LG-D855
a8:c8:3a:35:bb:25,Partner-4G-BB25,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:12,10.0,-68.0,32.17474484,34.90099778,91.0,11.0,WIFI,model=LG-D855
10:be:f5:3f:91:ae,ori,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:12,9.0,-71.0,32.17474484,34.90099778,91.0,11.0,WIFI,model=LG-D855
00:78:9e:fa:a6:bd,HOTBOX-F88A,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:12,9.0,-74.0,32.17474484,34.90099778,91.0,11.0,WIFI,model=LG-D855
06:ae:db:3a:d8:25,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:12,1.0,-75.0,32.17474484,34.90099778,91.0,11.0,WIFI,model=LG-D855
c4:04:15:2b:e6:1a,Nena,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:47:12,11.0,-76.0,32.17474484,34.90099778,91.0,11.0,WIFI,model=LG-D855
14:ae:db:3a:d8:25,matza3,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:12,1.0,-76.0,32.17474484,34.90099778,91.0,11.0,WIFI,model=LG-D855
c0:ac:54:f8:19:37,Shavit,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:12,9.0,-78.0,32.17474484,34.90099778,91.0,11.0,WIFI,model=LG-D855
40:a5:ef:19:30:a6,TheTvils-plus,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:12,1.0,-78.0,32.17474484,34.90099778,91.0,11.0,WIFI,model=LG-D855
f4:ec:38:b0:40:46,Adibd,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:47:12,11.0,-80.0,32.17474484,34.90099778,91.0,11.0,WIFI,model=LG-D855
74:da:38:ae:93:01,Lion5EX2,[WPA2-PSK-CCMP-preauth][WPS][ESS],2017-11-02 07:47:14,5.0,-73.0,32.17473026,34.90112168,92.0,12.0,WIFI,model=LG-D855
c0:ac:54:f7:a4:24,mayan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:14,1.0,-71.0,32.17473026,34.90112168,92.0,12.0,WIFI,model=LG-D855
c4:3d:c7:5a:5d:2e,Galia,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:47:14,6.0,-73.0,32.17473026,34.90112168,92.0,12.0,WIFI,model=LG-D855
e8:fc:af:97:6a:fe,SUZANNA_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:47:14,1.0,-75.0,32.17473026,34.90112168,92.0,12.0,WIFI,model=LG-D855
7c:03:4c:ba:fa:22,ziv,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:14,1.0,-76.0,32.17473026,34.90112168,92.0,12.0,WIFI,model=LG-D855
c4:6e:1f:bd:96:2a,Yakov-home,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:47:14,6.0,-77.0,32.17473026,34.90112168,92.0,12.0,WIFI,model=LG-D855
14:ae:db:bd:f4:9a,kopel,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:14,2.0,-78.0,32.17473026,34.90112168,92.0,12.0,WIFI,model=LG-D855
74:da:38:ae:93:02,Lion5EX,[WPA2-PSK-CCMP-preauth][WPS][ESS],2017-11-02 07:47:14,48.0,-87.0,32.17473026,34.90112168,92.0,12.0,WIFI,model=LG-D855
14:ae:db:bd:f4:9d,2341481_5,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:14,48.0,-88.0,32.17473026,34.90112168,92.0,12.0,WIFI,model=LG-D855
42502_862_4025887,GOLAN T,UNKNOWN;il,2017-11-02 07:47:14,0.0,-113.0,32.17473026,34.90112168,92.0,12.0,GSM,model=LG-D855
c0:ac:54:f8:19:37,Shavit,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:16,9.0,-69.0,32.17465474,34.90121011,91.0,12.0,WIFI,model=LG-D855
00:8c:54:91:b0:91,hamutal,[WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:16,6.0,-72.0,32.17465474,34.90121011,91.0,12.0,WIFI,model=LG-D855
ec:8e:b5:6c:e6:fb,DIRECT-F9-HP OfficeJet Pro 6960,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:47:16,2.0,-80.0,32.17465474,34.90121011,91.0,12.0,WIFI,model=LG-D855
14:ae:db:cf:82:e5,BEZEQINT-82E1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:47:17,1.0,-68.0,32.174634,34.90125857,91.0,13.0,WIFI,model=LG-D855
06:ae:db:cf:82:e5,Pretty fly for a WIFI,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:47:17,1.0,-68.0,32.174634,34.90125857,91.0,13.0,WIFI,model=LG-D855
c0:ac:54:f8:19:37,Shavit,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:17,9.0,-63.0,32.174634,34.90125857,91.0,13.0,WIFI,model=LG-D855
14:ae:db:bd:f4:9a,kopel,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:17,2.0,-70.0,32.174634,34.90125857,91.0,13.0,WIFI,model=LG-D855
fc:75:16:54:f5:50,David,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:17,1.0,-64.0,32.174634,34.90125857,91.0,13.0,WIFI,model=LG-D855
10:be:f5:26:2f:53,WiFi-Sec,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:17,9.0,-71.0,32.174634,34.90125857,91.0,13.0,WIFI,model=LG-D855
e0:ce:c3:1b:98:58,HOTBOX-9852,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:17,6.0,-76.0,32.174634,34.90125857,91.0,13.0,WIFI,model=LG-D855
c0:ac:54:f7:15:d6,HOTboxnet,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:17,1.0,-77.0,32.174634,34.90125857,91.0,13.0,WIFI,model=LG-D855
04:a1:51:c9:dd:ec,BezeqNGN_L0409F_2.4GHz_1,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:47:17,1.0,-78.0,32.174634,34.90125857,91.0,13.0,WIFI,model=LG-D855
d8:5d:4c:c9:f1:2c,lital,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 07:47:17,9.0,-79.0,32.174634,34.90125857,91.0,13.0,WIFI,model=LG-D855
00:78:9e:f9:e0:e9,mat,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:17,6.0,-80.0,32.174634,34.90125857,91.0,13.0,WIFI,model=LG-D855
9c:d3:6d:bf:3e:56,alex,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:47:17,9.0,-82.0,32.174634,34.90125857,91.0,13.0,WIFI,model=LG-D855
14:ae:db:cd:1f:3d,Linoy_5,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:17,48.0,-87.0,32.174634,34.90125857,91.0,13.0,WIFI,model=LG-D855
10:5a:f7:07:f9:a6,Cellcom-WiFi_1342,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:17,52.0,-91.0,32.174634,34.90125857,91.0,13.0,WIFI,model=LG-D855
52:a1:51:c9:dd:ed,Bezeq Free,[ESS],2017-11-02 07:47:17,1.0,-77.0,32.174634,34.90125857,91.0,13.0,WIFI,model=LG-D855
72:d3:6d:bf:3e:57,Bezeq Free BF3E56,[ESS],2017-11-02 07:47:17,9.0,-81.0,32.174634,34.90125857,91.0,13.0,WIFI,model=LG-D855
c0:ac:54:f8:6a:b7,Minas,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:20,9.0,-74.0,32.1746516,34.90149841,92.0,13.0,WIFI,model=LG-D855
10:be:f5:26:2f:51,WiFi-Sec5GHz,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:20,44.0,-84.0,32.1746516,34.90149841,92.0,13.0,WIFI,model=LG-D855
14:ae:db:bd:f4:9d,2341481_5,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:20,48.0,-77.0,32.1746516,34.90149841,92.0,13.0,WIFI,model=LG-D855
9c:d3:6d:bf:3e:56,alex,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:47:20,9.0,-75.0,32.1746516,34.90149841,92.0,13.0,WIFI,model=LG-D855
10:5a:f7:07:f9:a6,Cellcom-WiFi_1342,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:20,52.0,-84.0,32.1746516,34.90149841,92.0,13.0,WIFI,model=LG-D855
72:d3:6d:bf:3e:57,Bezeq Free BF3E56,[ESS],2017-11-02 07:47:20,9.0,-73.0,32.1746516,34.90149841,92.0,13.0,WIFI,model=LG-D855
14:ae:db:cd:1f:3a,Linoy,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:20,5.0,-71.0,32.1746516,34.90149841,92.0,13.0,WIFI,model=LG-D855
20:f4:1b:96:f9:83,Pantum-AP-96F983,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:20,11.0,-73.0,32.1746516,34.90149841,92.0,13.0,WIFI,model=LG-D855
e8:fc:af:97:6a:ff,SUZANNA_5,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 07:47:20,60.0,-78.0,32.1746516,34.90149841,92.0,13.0,WIFI,model=LG-D855
14:ae:db:b1:8c:ed,Eladana,[WPA2-PSK-CCMP][ESS],2017-11-02 07:47:20,1.0,-74.0,32.1746516,34.90149841,92.0,13.0,WIFI,model=LG-D855
08:3e:5d:63:09:89,HOTBOX-TAL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:20,1.0,-76.0,32.1746516,34.90149841,92.0,13.0,WIFI,model=LG-D855
fc:b4:e6:d2:74:0d,HOTBOX-TAL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 07:47:20,13.0,-83.0,32.1746516,34.90149841,92.0,13.0,WIFI,model=LG-D855
